index_banco,datetime,username,text,ae,pc,pop
721,2022-06-24 04:06:10 utc,jairbolsonaro,"- se existe a chance de preservar duas vidas inocentes, por que não defendê-las? a felicidade de uma depende da morte da outra. por que quem defende as duas vidas é pior do que quem defende apenas uma? estranha essa dificuldade para quem defende facilmente a vida de bandidos.",0,0,0
2789,2020-05-08 23:25:14 utc,jairbolsonaro,"@astro_pontes @tvbrasil @govbr @secomvc <u+0001f44d><u+0001f3fb><u+0001f1e7><u+0001f1f7>, ministro!",0,0,0
28100,2021-06-13 02:13:11 utc,soraya thronicke,"@juridic06903054 vcs, infiltrados, estão com os dias contados. não enganam mais ninguém!",0,0,0
954,2022-05-17 08:47:52 utc,jairbolsonaro,". brasil designado pelos eua como aliado extra-otan;

. acordo de cooperação com os eua para promoção de fluxos bilaterais de comércio e investimento; @mapa_brasil @minfraestrutura",0,0,0
9460,2019-09-04 23:24:04 utc,lulaoficial,"ontem a #vazajato mostrou onde os moleques concursados de curitiba queriam chegar. os devaneios megalomaníacos do dallagnol no espelho revelam um rapaz que nutria o sonho de trocar a justiça pela política. mas, com medo de disputar, seguiu fazendo política com a lava jato.",0,0,0
7694,2022-01-17 12:31:57 utc,lulaoficial,<u+0001f991> ou <u+0001f6a9>? deixe o seu emoji preferido nos comentários e boa semana! #equipelula,0,0,0
12723,2021-05-14 21:39:48 utc,ciro gomes,"@gilnogueiraofc força, gil! saiba que o carinho e a admiração do povo brasileiro por você são maiores que todo ódio e obscurantismo. não se deixe abater nem fique calado. conte com minha solidariedade e meu apoio!",0,0,0
21445,2022-08-03 22:02:22 utc,sofia manzano,"banco central independente escancara seu papel de banco do mercado financeiro. 
elevar a taxa de juros não é medida de combate à inflação, serve para intensificar a transferência de recursos públicos para o mercado financeiro via dívida pública. 
além de ser recessiva.",0,0,0
2611,2020-06-14 14:28:10 utc,jairbolsonaro,"e- 25mil vagas na @capes_oficial para cursos virtuais e gratuitos, principalmente os da área de exatas.

f- implantação de aplicativo de gestão hospitalar nos hospitais universitários. organização para eficiência.  @mec_comunicacao @abrahamweint",0,0,0
2512,2020-07-24 02:52:59 utc,jairbolsonaro,"2- dia do policial rodoviário federal: cerca de r$110 milhões de apreensão de cocaína em um dia, operações antidrogas resultam cerca de 3x mais efetividade que em 2019 e concurso para agentes de segurança pública federal.

. @minfraestrutura @mapa_brasil @prfbrasil",0,0,0
13880,2020-09-16 23:04:17 utc,ciro gomes,"@fernandomendorj @ciraocarioca vamos assistir, turma boa!",0,0,0
11030,2022-07-26 23:57:03,ciro gomes,"e a luta contra o fascismo é uma luta que se dá na cabeça das pessoas. como é que nós vamos enfrentar o fascismo omitindo das pessoas um debate, esclarecendo as causas da tragédia social e econômica no brasil, indicando as soluções e estabelecendo a cumplicidade entre nosso povo?",0,0,0
27814,2022-06-09 12:31:17 utc,soraya thronicke,sobre empatia,0,0,0
14493,2020-07-16 14:16:25 utc,ciro gomes,@julianabrizola <u+0001f44f><u+0001f44f><u+0001f44f><u+2764><u+fe0f>,0,0,0
5377,2022-11-16 16:10:00 utc,lulaoficial,"nós precisamos de uma governança global, sobretudo na questão climática. precisamos de um fórum multilateral para que as decisões sejam cumpridas nos países. é por isso que estou aqui. #cop27",0,0,0
12611,2021-06-19 19:32:45 utc,ciro gomes,"@felipelanhi meus sinceros sentimentos a você e sua família, @felipelanhi. o atraso das vacinas por esse governo genocida fez mais uma vítima. essa dor nunca será apagada da nossa história.",0,0,0
16136,2022-09-02 05:06:22,leonardo pericles,"toda solidariedade a cristina kirchner, vice-presidenta da argentina q sofreu uma tentativa de assassinato essa noite. p/ deter essa escalada fascista, q não respeita leis e democracia, temos q seguir a reação do povo argentino. dia 07/09 temos que ocupar as ruas em todo brasil!",0,0,0
17898,2020-04-20 13:11:10 utc,simone tebet,"@luiz_antonio_bf assessoria: é mentira que a senadora teria apoiado boicote à mp do contrato verde amarelo. a notícia de o antagonista foi desvirtuada. na nota, a senadora havia dito esperar que as questões sejam resolvidas para votar e aprovar a mp"".",0,0,0
29213,2019-07-22 02:24:58 utc,soraya thronicke,"@danielpmerj parabéns, meu amigo! <u+0001f44f><u+0001f3fc><u+0001f44f><u+0001f3fc><u+0001f44f><u+0001f3fc>",0,0,0
4293,2019-01-24 16:28:19 utc,jairbolsonaro,e ainda dizem que o foro nunca existiu....,0,0,0
24755,2020-10-06 19:28:30,vera lucia,"hoje vai ser pautado o pl529! doria quer destruir serviços públicos que atendem os trabalhadores e o povo pobre enquanto mantém 17,3 bi em isenções fiscais para as grandes empresas. isenção que cresceu mais de 800% nos últimos 20 anos!
chega de sp pros bilionários! #pl529nao",0,0,0
7720,2021-12-29 13:39:12 utc,lulaoficial,"meus sentimentos aos familiares, amigos e companheiros de josé maria rabelo, fundador do pdt e do jornal binômio. sempre lutou pela democracia e pelo melhor para o brasil e seu povo, nunca desistindo do nosso país, nem nos momentos mais difíceis.",0,0,0
7252,2022-05-07 15:31:30 utc,lulaoficial,"se os trabalhadores não têm dinheiro para comprar, os empresários não tem para quem vender. isso leva ao que assistimos hoje: o fechamento de fábricas em são paulo, na bahia, na zona franca de manaus e outras regiões, e multinacionais deixando o brasil. #vamosjuntospelobrasil",0,0,0
17806,2021-01-21 19:53:43 utc,simone tebet,"a condução do senado precisa de independência e amplo diálogo pelo bem do país. obrigada pelo apoio, @sen_alessandro! <u+0001f64c><u+0001f64c>",0,0,0
27284,2022-10-14 00:57:40 utc,soraya thronicke,@dopazoday @majorolimpio meu apelido de criança! <u+0001f60d>,0,0,0
16715,2022-11-23 17:50:37 utc,simone tebet,@editstebet @wildtebet <u+0001f60d>,0,0,0
1573,2021-11-05 22:26:15 utc,jairbolsonaro,"- neste momento de profunda dor e tristeza peço a deus que console o coração de seus fãs e, em especial, de seus amigos e familiares, bem como das demais vítimas do acidente. que a dor da saudade dê lugar à certeza de que a morte não é o fim. e que deus conforte a todos.",0,0,0
5210,2022-12-27 21:23:00 utc,lulaoficial,será lindo!,0,0,0
24230,2021-07-20 22:34:50 utc,vera lucia,@muriloanderson @pstu é isso... mais um absurdo. dia 24 é dia de fortalecer a luta contra o governo genocida!,0,0,0
13913,2020-09-12 13:15:08 utc,ciro gomes,@marceloadnet <u+0001f44f><u+0001f44f><u+0001f44f><u+0001f44f>,0,0,0
11621,2022-04-04 17:02:53 utc,ciro gomes,"pra quem ainda não sabe, isso é algo bem simples e que já fazemos com êxito aqui no ceará. por isso vou deixar alguns cortes sobre o assunto aqui embaixo  pra vocês entenderem melhor como funciona.",0,0,0
3449,2019-10-16 11:27:36 utc,jairbolsonaro,"- o estatuto do desarmamento ainda está em vigor. somente outra lei poderá alterá-lo.
- por decreto não se pode conceder o que só é permitido por lei.
- o congresso cada vez mais vai se convencendo do direito à legítima defesa.",0,0,0
8566,2021-02-11 00:32:43 utc,lulaoficial,"4 - somente com muita luta vamos recuperar aquilo que os brasileiros já tinham conquistado. ou o povo reage, ou vai ser vítima de coisa pior. e quando eu tomar a vacina, vocês podem ter certeza que vamos nos reencontrar por esse país.",0,0,0
4254,2019-02-05 00:23:55 utc,jairbolsonaro,boa noite a todos! vamos lá! <u+0001f44d><u+0001f3fb><u+0001f449><u+0001f3fb><u+0001f449><u+0001f3fb>,0,0,0
28409,2020-04-27 11:45:10 utc,soraya thronicke,"@jaspionopressor o pres. não vendeu ministérios.mas dividiu a gestão do executivo c/ partidos sim.ok, ñ vejo problema, faz parte.fato:só o dem teve 4 ministérios c todos os cargos, hoje tem dois.mdb tem espaço tb,diminuiu mas tem!líder do gov, líder do senado, o ministério q era de osmar terra.",0,0,0
16245,2022-03-20 23:47:50 utc,leonardo pericles,@fruitmoonbat @sofiamanzanopcb obrigado pela homenagem e divulgação! <u+0001f44a><u+0001f3ff>,0,0,0
12478,2021-08-21 00:22:20 utc,ciro gomes,"o brasil está comprando do estrangeiro gasolina, querosene de aviação, gás de cozinha e óleo diesel dos caminhoneiros. tudo em dólar! #cironointeligencialtda",0,0,0
10442,2022-09-30 01:57:13,ciro gomes,"ficar falseando um período do tempo e não prestar contas do que realmente aconteceu gerou a tragédia do bolsonaro. se fosse verdade essa montanha de coisas boas que lula fica anunciando, por que bolsonaro foi eleito depois dos governos do pt? #debatenaglobo",0,0,0
20172,2021-07-02 19:06:41 utc,felipe davila,"as reações virulentas de alguns bolsonaristas e lulistas ao anúncio de eduardo leite reforçam a importância de consolidar alternativas políticas de centro, mais dispostas a dialogar e a construir um país inclusivo. a polarização só interessa a quem quer destruir a democracia.",0,0,0
1507,2021-12-11 08:58:59 utc,jairbolsonaro,"- com seus contratos assinados, nossos produtores conseguem formalização de suas atividades, acesso a financiamentos e segurança jurídica para produzirem cada vez mais pescados. emprego e desenvolvimento. @govbr",0,0,0
19558,2022-06-13 20:18:20 utc,felipe davila,"participei do ciclo de debates com os pré-candidatos à presidência da república, promovido pela @acsp_oficial. oportunidade para conversar com empresários e falar dos projetos do novo na construção do brasil para o futuro. #novo #partidonovo #felipedavila #unicavia",0,0,0
11978,2022-01-03 12:00:17,ciro gomes,"é simplesmente impossível produzir novos resultados fazendo as mesmas coisas de sempre! é preciso que governo, trabalhadores, empresários, cientistas e pensadores se unam em torno de um novo projeto nacional de desenvolvimento para tirar o país do atoleiro.",0,0,0
5413,2022-11-10 15:03:16 utc,lulaoficial,"a copa do mundo começa daqui a pouco e a gente não tem que ter vergonha de vestir a camiseta verde e amarela. a camiseta não é de partido político, é do povo brasileiro. vocês vão me ver usando a camiseta amarela, só que a minha terá o número 13.",0,0,0
17741,2021-06-03 20:50:40 utc,simone tebet,"armas partidarizadas ou política armada são incompatíveis c/ democracia, eleições livres e periódicas. não punir pazuello abre precedente à insubordinação.necessário comunicado das ffaa à nação de que defendem a hierarquia, a disciplina, o respeito ao regulamento e à constituição",0,0,0
22213,2022-02-04 00:05:52 utc,sofia manzano,"@dimitravulcana @caue_ce estamos organizando. assim que tivermos a programação, envio para você. e divulgaremos por aqui também.",0,0,0
6437,2022-09-02 21:05:14 utc,lulaoficial,"acho que bolsonaro está um pouco perdido. ele mesmo não nega que não sabe governar, que não entende de política, nem de economia.",0,0,0
23914,2022-02-07 16:25:43 utc,vera lucia,parabéns  @cspconlutas por promover a live,0,0,0
6882,2022-07-09 16:24:58 utc,lulaoficial,"dona lindu, quando ia pro fogão e não tinha o que cozinhar para 8 filhos, falava: amanhã vai ter. e é com esse espírito que temos que acordar todo o dia. porque se a gente quiser, vamos fazer acontecer.",0,0,0
7932,2021-09-21 11:49:43 utc,lulaoficial,o pobre vai no supermercado pra comprar o que comer e paga mais imposto proporcionalmente que o dono de banco. o brasil não pode mais ser um país concentrador de renda. a gente tem que fazer o dinheiro circular. todo mundo entra nessa roda gigante e todo mundo ganha.,0,0,0
22292,2021-12-20 04:26:35 utc,sofia manzano,@felipeneto deve ter sido a eleição do boric no chile. os ventos estão mudando. viva chile!,0,0,0
28471,2020-03-24 19:48:06 utc,soraya thronicke,"@1julianagab @senadofederal @majorolimpio @edugiraooficial @tassojereissati @darioberger @katiaabreu @anastasia @jairbolsonaro @tvsenado estou exatamente convidando vocês para assistirem ao vivo, tanto no youtube quanto na tv senado.",0,0,0
21432,2022-08-07 01:12:29 utc,sofia manzano,"@carolbirrer é que depois de pensar dialeticamente o dia todo, um pouco de lógica formal dá uma aliviada boa nos neurônios.",0,0,0
11571,2022-04-19 10:03:26 utc,ciro gomes,"ao longo da vida, tive o privilégio de visitar comunidades indígenas - da última vez os xavantes das aldeias de são marcos e guadalupe - e sempre voltei com a alma enriquecida e o coração apertado. revigorado por suas lições de vida e temeroso por suas sobrevivências.",0,0,0
23017,2020-12-15 00:39:57 utc,sofia manzano,@patriciapillar eu também defendo o fim da polícia militar.,0,0,0
10574,2022-09-15 12:36:36,ciro gomes,"a memória afetiva do governo lula veio por conta da expansão do crédito, que levou a uma explosão de consumo. só que o povo brasileiro não percebeu que as letrinhas miúdas do crediário mandaram a conta do juro mais alto do mundo, que foi praticado pela política econômica do pt.",0,0,0
11642,2022-03-25 15:11:39 utc,ciro gomes,fique ligado: 12h30 tem #girodociro e #cirocomenta ao vivo aqui nas redes! agora me contem  qual assunto não pode faltar nos comentários de hoje?,0,0,0
1678,2021-09-18 11:12:38 utc,jairbolsonaro,"- em 2020, estados e municípios, incluindo estatais, tiveram um superávit de r$ 42,9 bilhões, o maior resultado primário da série histórica iniciada em 2000, e terminaram o ano com acréscimo de r$ 31,1 bilhões no estoque de caixa e equivalente de caixa.",0,0,0
1628,2021-10-12 16:05:45 utc,jairbolsonaro,"@vidadestra se você apoia xuxa, peço que nos siga. seria uma satisfação apontar fatos omitidos para que possamos sempre melhorar e unir nosso país!",0,0,0
16470,2020-08-16 16:09:45 utc,leonardo pericles,"hoje vou participar desse bate-papo, já se inscreveu?",0,0,0
2534,2020-07-08 16:34:50 utc,jairbolsonaro,@matteosalvinimi grazie! <u+0001f44d><u+0001f3fb>,0,0,0
13124,2021-02-05 18:20:45 utc,ciro gomes,"ideia, exemplo e militância <u+0001f339><u+270a>",0,0,0
29910,2019-03-27 03:17:10 utc,soraya thronicke,"eleitores devem reclamar com seussenadores.não reclamem pra mim,estou fazendo minha parte.a cpi não saiu pq alguém votou errado; pode ter sido você.o resultado da cpi é o resultado das urnas.quem errou deve vestir a carapuça e ponto. estamos carregando o piano sozinhos, injusto.",0,0,0
6560,2022-08-22 15:27:44 utc,lulaoficial,"tenho certeza que os resultados das eleições serão acatados. o importante é termos uma eleição civilizada, que seja orientada pela esperança e por propostas para o brasil ser um país melhor.",0,0,0
12775,2021-04-30 21:03:29 utc,ciro gomes,"turma, qual assunto não pode faltar na live do trabalhador que vai começar daqui a pouco?

 comente e dê rt usando a hashtag: #uniãopelobrasil",0,0,0
23867,2022-03-08 00:46:27 utc,vera lucia,"@alessandrabrvna @mutataresurgo não tenho nada a ver com isso, não.",0,0,0
2167,2020-11-13 22:08:18 utc,jairbolsonaro,"- devem, por isso, se manter apartidárias, baseadas na hierarquia e na disciplina, sob a autoridade suprema do presidente da república.",0,0,0
7153,2022-05-30 22:13:20,lulaoficial,"o brasil foi o único país do g20 que fez superávit primário durante todos os anos de governo do pt, numa demonstração de que construir um governo sério é um compromisso com o povo brasileiro. e isso eu tenho de sobra.",0,0,0
23751,2022-04-26 20:48:35,vera lucia,"@thabataganga valeu, companheira!

nossa firmeza mete muito medo, mesmo! 

essa adoração ao lula e aos governos do pt apenas beneficia a lógica que elegeu o bolsonaro.

isso não avança nós debates reais sobre as necessidades do povo pobre no brasil!.",0,0,0
24829,2020-10-01 22:46:38,vera lucia,"assim como me exclui dos  debates e da propaganda eleitoral de tv.  perseguição, cerceamento e veto a qualquer candidato são inadmissíveis e todos que defendem os direitos democráticos deveriam se posicionar.
#naoiraonoscalar
#queremosaveranosdebates",0,0,0
21978,2022-03-29 20:18:35 utc,sofia manzano,"rui costa sendo cotado para futuro ministro da economia do possível futuro governo lula só demonstra o porquê nossa pré candidatura é fundamental para o país. 
rui costa é um governador neoliberal, destruidor do setor público, apoiador da agenda conservadora. segue",0,0,0
2907,2020-04-03 01:46:47 utc,jairbolsonaro,@fiaviogarage - <u+0001f44d><u+0001f1e7><u+0001f1f7>,0,0,0
9011,2020-06-09 15:09:58 utc,lulaoficial,e ontem aquela cena patética pra justificar o inexplicável.,0,0,0
23817,2022-03-14 19:20:13 utc,vera lucia,@roxodanilo <u+2665><u+fe0f><u+2665><u+fe0f><u+2665><u+fe0f>,0,0,0
6763,2022-07-28 15:30:57 utc,lulaoficial,"os orçamentos das agências de fomento federais, destacadamente os do cnpq, finep e capes devem ser recuperados e ampliados a partir dos patamares mais elevados alcançados nos governos do pt.",0,0,0
26936,2022-11-20 16:04:58 utc,soraya thronicke,@camilathronicke oiiii! vocês são demais! <u+0001f60d><u+0001f60d><u+0001f60d>,0,0,0
28169,2021-03-19 00:35:48 utc,soraya thronicke,@recalleleitoral vcs não prestam.,0,0,0
30258,2022-09-09 19:26:23 utc,padre kelmon,fora comunistas!!,0,0,0
596,2022-07-20 10:35:00 utc,jairbolsonaro,"- além dos estados do nordeste, os mais beneficiados com a queda dos preços são são paulo, goiás, minas gerais e mato grosso do sul, exatamente por serem os maiores produtores de cana voltada ao etanol.",0,0,0
13086,2021-02-18 19:14:46 utc,ciro gomes,"@goura_nataraj @eduardomoreira turma boa, vamos acompanhar essa ótima conversa! <u+270a>",0,0,0
30127,2019-02-03 11:57:49 utc,soraya thronicke,"@deaschlosser fui à china de forma lícita e voltarei sempre que puder. não cometi nenhum crime, e sim trabalhei pelo brasil e pelo meu ms, cujo maior importador é esse país. sou uma pessoa correta, infelizmente pessoas caíram na falácia mal-intencionada. porém  comigo não tem brincadeira.",0,0,0
1141,2022-04-10 11:24:34 utc,jairbolsonaro,"- fechado há 9 anos, o novo museu do ipiranga, em são paulo, entra em fase final de obras (r$160 milhões em investimentos públicos e privados).

compartilhe a verdade!",0,0,0
11881,2022-01-24 14:13:25 utc,ciro gomes,"o problema do brasil é tão grave, tão profundo, que temos que envolver o nosso povo na consciência do problema e na construção das soluções. #cironodatena",0,0,0
7340,2022-04-26 15:43:44 utc,lulaoficial,"não adianta dizer que a juventude é o futuro da nação e depois dizer que não tem idade para decidir. se são o futuro da nação, eles tem que participar, votar.",0,0,0
3946,2019-05-03 16:25:42 utc,jairbolsonaro,"um forte abraço, bibi @netanyahu! shalom! <u+0001f1e7><u+0001f1f7><u+0001f1ee><u+0001f1f1>",0,0,0
29305,2019-07-13 19:12:32 utc,soraya thronicke,@rafiihere o ótimo é inimigo do bom... acompanhe as explicações que os deputados estão dando.,0,0,0
14100,2020-08-27 18:07:35 utc,ciro gomes,@ricardo18549585 boa! <u+0001f339><u+270a> #ciroemangabeira,0,0,0
3507,2019-10-01 11:00:51 utc,jairbolsonaro,"o turismo movimentou mais de r$ 20 bilhões em julho de 2019 e gerou mais de 25 mil empregos em relação ao mesmo período de 2018 (fonte: cnc). o brasil pode ir muito mais longe, desenvolvendo a noção da importância do envolvimento social com a preservação ambiental.",0,0,0
13700,2020-10-21 20:49:10 utc,ciro gomes,"@delmartharocha vamos nessa, turma boa! acompanhar a live da nossa futura prefeita do rio de janeiro, @delmartharocha <u+0001f339><u+270a>",0,0,0
11196,2022-06-24 20:36:58,ciro gomes,"a gravação do telefonema do ex-ministro à filha, quando diz, sem rodeios, que fora informado pelo presidente da operação contra ele, é a prova mais contundente de um crime desta espécie já praticado por um presidente. este crime clama justiça!",0,0,0
17872,2020-09-02 18:42:30 utc,simone tebet,"concordo com as palavras do pr: não se pode tirar dos pobres para dar aos paupérrimos. a justiça social não se faz dividindo a pobreza. nas reformas administrativa e tributária, não se promoverá o desenvolvimento do país sacrificando a classe média com criação de mais impostos.",0,0,0
7901,2021-10-01 13:35:47 utc,lulaoficial,"esse mês faço 76 anos. tô querendo me casar e tô cheio de energia. mas a energia não é só pro casamento, não é pra cuidar do povo!",0,0,0
2253,2020-10-16 22:13:00 utc,jairbolsonaro,@marceloscf2 <u+0001f91d>,0,0,0
11466,2022-05-05 15:48:00 utc,ciro gomes,"o juro interno alto não tem influência alguma sobre preços administrados pelo governo (gasolina, diesel, gás  de cozinha, energia elétrica e querosene de aviação). tampouco tem poder sobre preços que sofrem influência do mercado internacional.",0,0,0
23943,2022-01-26 15:45:15 utc,vera lucia,"no início da pandemia as declarações de bolsonaro foram muito criticadas de que se tratava apenas de uma gripezinha e nada devia parar ou fechar por causa dela (ou seja, as atividades econômicas). hoje, governos e patronal se apegam à ideia de que a ômicron é muito menos letal.",0,0,0
