index_banco,datetime,username,text,ae,pc,pop
11994,2021-12-22 00:12:53 utc,ciro gomes,"""é hora de questionar a lógica do sistema sem medo! não existe essa superioridade intelectual que eles querem passar para poder segurar na marra um sistema que escraviza, oprime e saqueia os realmente capazes de produzir, que são os pequenos e médios empresários"". @eduardomoreira",1,1,1
12629,2021-06-10 21:59:12 utc,ciro gomes,criminoso! assassino! bolsonaro quer levar mais brasileiros à morte com suas atitudes anticientíficas. quem já teve covid ou foi vacinado continua sendo um possível vetor de contaminação para outras pessoas. usar máscaras salva vidas!,1,1,1
13009,2021-03-07 15:24:07 utc,ciro gomes,"imoral! mansão de flávio bolsonaro está sendo protegida pela polícia legislativa do senado federal. é segurança particular paga com dinheiro público! enquanto bolsonaro está afundando o país, seu filho está esfregando luxo e roubalheira na cara dos brasileiros.",1,1,1
13113,2021-02-09 21:47:21 utc,ciro gomes,o governo declarar a autonomia do banco central é a mais profunda e definitiva formalização da entrega do destino da nação brasileira aos bilionários do sistema financeiro. esta é uma aberração a qual nós temos que reagir duramente!,1,1,1
13140,2021-02-03 21:40:05 utc,ciro gomes,"milhões estão desempregados, afundando na tragédia de um governo perdido que não teve competência para salvar empresas nem as vidas do nosso povo. sem o auxílio emergencial, os brasileiros voltaram a sofrer com fome e miséria. e o governo não tem solução para desenvolver o país!",1,1,1
13327,2020-12-13 15:31:30 utc,ciro gomes,"bolsonaro é uma fraude, um genocida que ameaça a vida de todos os brasileiros! #bolsonaro171",1,1,1
13410,2020-11-28 14:13:05 utc,ciro gomes,"gente querida, o voto de cada um de vocês é muito importante! o povo brasileiro já mostrou sua força e a vontade de mudar o país. neste domingo, vamos seguir lutando contra o presidente genocida e corrupto!",1,1,1
13514,2020-11-10 23:22:39 utc,ciro gomes,"o fato é que o governo está perdido, não tem proposta, não tem projeto e está levando o brasil para o fundo do poço e todos os brasileiros e brasileiras junto. guedes está procurando um pretexto para pular do barco que ele está trabalhando para afundar.",1,1,1
14011,2020-09-02 23:06:10 utc,ciro gomes,"guedes e bolsonaro vão acabar de liquidar o brasil! estão esquartejando a petrobras e vendendo aos pedaços, esquartejando a eletrobras e vendendo aos pedaços... estão entregando o brasil para o estrangeiro a preço de banana e com muita roubalheira! #cironometeorobr",1,1,1
14419,2020-07-20 22:53:36 utc,ciro gomes,"a corrupção está no centro do governo bolsonaro: milhares de militares da ativa receberam o auxílio emergencial, enquanto foi negado para milhões de brasileiros famintos. você acha que foi um erro da caixa econômica? #cirocomgustavomendes",1,1,1
14782,2020-06-08 23:27:59 utc,ciro gomes,"agora é hora de construir, com humildade, no seio da opinião pública, respeitando nossos irmãos que pensam diferente de nós, um diálogo para mostrar a essas pessoas que bolsonaro está cometendo crimes que vão dilacerar a nação brasileira.",1,1,1
15963,2022-11-18 15:05:19 utc,leonardo pericles,"quem já fez ocupação sabe o que é ser atacado na covardia, mas tbm sabe que depois que o povo se une e se organiza, fascista não tem vez! 

pra cima deles @fbctadoido",1,1,1
15980,2022-10-29 02:03:38 utc,leonardo pericles,"repito! lave sua boca para falar das favelas, seu fascista! 

quem tem vizinho bandido é você, que dorme e acorda aliado a ladrões que roubam dinheiro público, matam pobres e trabalhadores! 

fascista, genocida, bandido, miliciano! 

respeite a favela! #debatenaglobo",1,1,1
16227,2022-04-15 00:15:17 utc,leonardo pericles,a @up80br é uma das organizações políticas que defende a permanência do povo nas ruas para a derrubada do genocida e de todos os milicos que se beneficiam de seus mandos. bolsonaro ri da cara do povo brasileiro que sofre diariamente com a alta do preço dos gás e dos alimentos.,1,1,1
16411,2021-03-08 23:33:36 utc,leonardo pericles,"a decisão de fachin d restituir os direitos políticos de lula é + um episódio d desmascaramento da farsa da lava jato. no entanto, todos q participaram dessa conspiração contra a democracia e o povo devem ser punidos a exemplo do juiz parcial sérgio moro.
#vazajato #forabolsonaro",1,1,1
19110,2022-09-27 18:05:01 utc,felipe davila,"a pauta do @partidonovo30 defende as gerações futuras. 

converso com a meninada de 20 a 35 anos. eles têm exatamente o nosso dna. querem tirar o estado das costas deles e têm um espírito empreendedor.

vamos ter um novo brasil com mais oportunidades para todos. vote 30!",1,1,1
19178,2022-09-06 20:01:49 utc,felipe davila,"sempre digo e repito: governos existem para servir as pessoas e não para se servir da sociedade. 

não há antídoto melhor contra o populismo eleitoreiro do que a participação ativa das pessoas. todos na busca de soluções concretas para os reais problemas da sociedade.",1,1,1
19447,2022-07-26 01:37:03 utc,felipe davila,"em uma clara atitude antidemocrática, lula e bolsonaro se recusam a participar de debates promovidos pelos jornais e tv. 

assim o brasil da polarização caminha, sem diálogo e com o vazio de ideias do populismo. quem perde é a população.",1,1,1
19682,2022-03-22 13:44:59 utc,felipe davila,"@ideias_radicais lula acha que o brasileiro tem memória curta, é a única explicação para mentir tanto.",1,1,1
19748,2022-03-09 19:54:31 utc,felipe davila,@salimmattarbr a elite do funcionalismo não tem a menor empatia pelos pagadores de impostos que perderam renda na pandemia.,1,1,1
19963,2021-11-21 13:08:41 utc,felipe davila,a simbiose entre o populismo e o corporativismo é nociva p o brasil.não se cria igualdade de oportunidades numa nação em que o estado é refém de feudos de privilégios. não se prospera numa nação carcomida pela corrupção e pela atroz desigualdade social. juntos por um novo brasil.,1,1,1
20869,2022-09-30 19:59:54 utc,sofia manzano,"vote 21 para enfrentar os programas da direita e da extrema-direita, que são como duas faces de uma moeda falsa, uma vez que são todos favoráveis às políticas neoliberais que destruíram a economia e os direitos e garantias dos trabalhadores.",1,1,1
21049,2022-09-19 23:28:33 utc,sofia manzano,"trabalhadores e trabalhadoras de aplicativos estão submetidos ao mercado de trabalho mais precarizado do país, onde os oligopólios ganham rios de dinheiro com esse sistema de precarização trabalhista. 

para reverter essa situação, nosso programa propõe:
<u+0001f447>",1,1,1
21511,2022-07-26 00:34:51 utc,sofia manzano,"está aí porque a mídia boicota minha pré candidatura: já tem uma mulher para massacrar a classe trabalhadora. 
a reforma trabalhista será revogada e iremos implementar a jornada de 30h semanais sem redução salarial. 
é assim que se gera emprego,renda e qualidade de vida.",1,1,1
21558,2022-07-19 19:58:26 utc,sofia manzano,"ele busca encontrar justificativas para cancelar as eleições e preparar suas milícias fascistas para desencadear o caos no país às vésperas das eleições e dessa forma  consolidar seu projeto de poder político reacionário, elitista e nocivo aos trabalhadores.",1,1,1
23358,2022-10-27 14:53:07 utc,vera lucia,"@leoc1310 não defendi isso 20 anos atrás, fui oposição e serei de novo.  lula vai governar com os ricos, atacar os trabalhadores e promover mais exploração igual 20 anos atrás?",1,1,1
23383,2022-10-16 23:20:50 utc,vera lucia,"bolsonaro é genocida e negacionista da pandemia!

é preciso uma saúde pública e de qualidade no país, estatizando as empresas privadas de saúde, como os planos, que lucram muito com a dor e sofrimento do povo brasileiro. infelizmente ninguém no debate defende isso.

#debatenaband",1,1,1
23401,2022-09-30 02:56:32 utc,vera lucia,"o agronegócio dos capitalistas não alimenta o povo no país. eles alimentam o mundo em troca de dólares e seus lucros enquanto a classe trabalhadora passa fome.

#debatenaglobo",1,1,1
23651,2022-08-24 19:56:40 utc,vera lucia,o problema é que essas bolsas não saem do bolso do empresário como seria o certo. mas é o governo transferindo dinheiro público para os empresários da educação ficarem mais ricos. usam o sonho da juventude entrar na faculdade pra enriquecer donos de faculdade.,1,1,1
23796,2022-04-01 21:19:07 utc,vera lucia,"bolsonaro governa para os ricos!  os lucros de 291 empresas aumentaram em 235%. 

enquanto isso, os preços dispararam e o salário dos trabalhadores não consegue comprar mais nada. 

enquanto a gasolina beira os 7 reais, o lucro da petrobras foi de 7,1 para 106 bilhões de reais.",1,1,1
23799,2022-03-30 14:04:52 utc,vera lucia,"132 mil famílias não terão para onde ir se a adpf 828 não for prorrogada!
são vítimas da política genocida desse desgoverno que só pensou em seu próprio bolso na pandemia!
por um #brasilsemdespejo já! e uma revolução que garanta moradias populares para todos!",1,1,1
23801,2022-03-28 14:29:01 utc,vera lucia,"a polícia e o sistema judiciário do brasil, racistas, prejudicam a vida de jovens trabalhadores, mesmo quando eles ""correm pelo certo"". 

isso tem que ser denunciado! 

minha solidariedade! desejo sorte no julgamento hoje a tarde e que a justiça seja feita dessa vez.",1,1,1
23950,2022-01-22 12:58:00 utc,vera lucia,"um crime praticado pela justiça, o prefeito cury, governador alckimin e a presidente dilma, a pedido de naji nahas.

o sossego da classe trabalhadora só vira com a expropriação da propriedade privada.",1,1,1
24015,2021-10-26 15:59:19 utc,vera lucia,"gasolina a quase 7 reais, em mais um aumento.  a classe trabalhadora paga a conta enquanto guedes lucra com o aumento das ações, ao anunciar a  privatização da empresa. a petrobrás 100% estatal, sob o controle dos trabalhadores, é a única saída para barrar essa patifaria.",1,1,1
24073,2021-09-21 14:45:47 utc,vera lucia,"bolsonaro:  mente na assembleia da onu, conspira contra o controle da pandemia e compra de vacinas,  toca fogo na amazônia. corrompe,  mata, ameaça, persegue. mas continua governando. o povo é vitima! de quem é a culpa?",1,1,1
24144,2021-08-19 14:51:40 utc,vera lucia,"a vinda de rodrigo maia para o governo de doria é absurda, não só porque arranja uma boquinha, mas por sua tarefa de ""potencializar os projetos de desestatização e acelerar parcerias público-privadas, ou seja, mais destruição dos serviços público e privilégio pros capitalistas.",1,1,1
24314,2021-07-09 20:21:04 utc,vera lucia,"a despeito da propaganda quase centenária da chamada #revolucaoconstitucionalista de 32, esta não passou de uma guerra civil entre as frações da burguesia, cafeeira e industrial, pelo controle do estado e que usou nossa classe como bucha de canhão, até se acertarem novamente...",1,1,1
24414,2021-05-23 16:15:09 utc,vera lucia,"hoje o genocida bolsonaro foi as ruas com sua trupe, incluindo pazuello que passou horas mentindo na cpi durante esta semana. enquanto isso, o povo segue morrendo pelo vírus ou de fome. mais do que nunca é preciso fazer do dia 29/05 uma grande manifestação! chega!",1,1,1
24484,2021-03-19 16:40:53 utc,vera lucia,"fora o governo genocida de bolsonaro e mourão!
chega de sabotagem a pandemia!
e nem diga precisa salvar a economia. a fome e a morte, o desemprego, quebradeira dos pequenos é para salvar os super ricos.",1,1,1
24521,2021-03-09 15:13:39 utc,vera lucia,"eita, quer dizer que bolsonaro acha um crime chamar ele de genocida?! nossa... achei que crime fosse ser responsável pela morte de mais de 250 mil pessoas, falta de vacina, uti, emprego e renda: brincar com a vida das pessoas... e vocês que acham sobre disso?",1,1,1
6316,2022-09-15 23:26:04,lulaoficial,"precisamos eleger uma grande bancada para mudar as coisas que estão erradas no país. bolsonaro está destruindo o farmácia popular, porque pra essa gente o povo pobre não é povo, é coisa. só tem valor para eles na época das eleições.",1,1,1
6614,2022-08-17 15:47:54,lulaoficial,"hoje vendemos metade dos carros que vendíamos em 2010, estamos licenciando metade dos carros que tínhamos em 2010. tudo caiu pela metade. a única coisa que não diminuiu foi a grosseria e o desrespeito do atual presidente da república com os trabalhadores.",1,1,1
6885,2022-07-09 16:12:19,lulaoficial,"governar era algo de cima pra baixo. na história política do brasil nós fomos governados muitas vezes por alguém que não tinha nada a ver com o povo. e governava para quem? quando um barão era indicado para governar um estado, ele governava para a elite.",1,1,1
7746,2021-12-20 02:14:14,lulaoficial,"a perseverança me impediu de desistir da sonhada profissão de metalúrgico, mesmo quando tive o dedo esmagado numa prensa. ou mais tarde, quando amarguei oito meses de desemprego, pesadelo que hoje assombra 14 milhões de trabalhadores, vítimas de uma política econômica criminosa.",1,1,1
8767,2020-09-22 10:53:59,lulaoficial,o bolsonaro precisa começar a governar para o povo brasileiro e parar de ser subalterno aos eua.,1,1,1
9407,2019-11-09 18:15:38,lulaoficial,eu duvido que o bolsonaro durma com a consciência tranquila. duvido que o ministro dele destruidor de sonhos do povo brasileiro durma bem.,1,1,1
11304,2022-06-06 12:00:05,ciro gomes,"[siga o fio] a frase popular além da queda o coice traduz muito bem a tragédia produzida pelo desgoverno bolsonaro na vida do trabalhador brasileiro. em especial, dos trabalhadores menos qualificados.",1,1,1
11329,2022-05-31 15:35:17,ciro gomes,"agora nós vamos chamar o povo brasileiro, decepcionado com as promessas mentirosas do bolsonaro, pra votar no lula  como solução para o que deu causa? (...)",1,1,1
12122,2021-11-24 00:15:45,ciro gomes,"""a esperança do brasil é o povo. o empresariado brasileiro tem que parar de desconsiderar nosso povo."" pedro cardoso na #cirogames",1,1,1
15196,2019-07-24 18:35:53,ciro gomes,"avisei que se não tivesse ação concreta e definitiva do governo, o sarampo se espalharia rapidamente por todo o país. 
infelizmente, esse governo despreparado foi omisso e covarde e agora quem sofre é o nosso povo.",1,1,1
16062,2022-09-30 03:13:54,leonardo pericles,"avançar c/ a agenda liberal? a agenda liberal nos trouxe ao mapa da fome, ao desemprego em massa no brasil e a privatizações, ressuscitou o fascismo e q só tiram direitos do povo! precisamos acabar c/ a agenda liberal e governar para e com os trabalhadores! #voto80 #leonosdebates",1,1,1
16203,2022-05-26 13:25:42,leonardo pericles,"tamanhos requintes de crueldade como os casos do homem negro em sergipe morto asfixiado numa câmara de gás numa viatura, a chacina na vila cruzeiro (rj), são feitos para botar terror no povo, o estado tentar passar a ideia que podem fazer o que querem e que o povo fique calado<u+0001f447><u+0001f3ff>",1,1,1
16375,2021-08-16 18:48:25,leonardo pericles,"as cenas de barbárie no afeganistão têm responsável: o maldito imperialismo dos eua, q invadiu o país e impôs 21 anos d intervenção militar que serviu à indústria d guerra dos eua, ao saque do petróleo e jogou o povo à miséria, fatores q deram condições do talibã retomar o poder.",1,1,1
16594,2019-11-14 19:10:39,leonardo pericles,urgente: câmara de deputados e senadores rechaçou o golpe de estado na bolívia! a força dos povos indígenas e da classe trabalhadora avança ainda mais contra o golpe. viva a resistência do povo boliviano! #bolivia,1,1,1
16827,2022-09-28 23:16:03,simone tebet,quem acha que o eleitor não sabe o que acontece e não tem sabedoria menospreza a força do povo brasileiro. o povo é sábio e sabe que o ex-presidente lula ainda responde à justiça em diversos processos. +,1,1,1
16846,2022-09-28 00:29:55,simone tebet,"os ministros do stf devem ter mandatos de 10 anos. essa vitaliciedade faz mal para o brasil, pois pode gerar tendências e não atender à vontade da população. por entender que a corrupção mata, é meu papel defender o povo e resolver os problemas reais do brasil. #simonenajovempan",1,1,1
19462,2022-07-16 17:15:18,felipe davila,"orgulho do trabalho do @clp_brasil por mostrar, através de dados e evidências, o desastre de políticas que garantem privilégios para corporações e deixam a conta para o povo pagar.

combater privilégios é o mínimo que se espera de quem quer um país mais justo e menos desigual.",1,1,1
23352,2022-10-29 01:05:20,vera lucia,"lula na crítica econômica ao bolsonaro sempre esbarra nos limites do seu próprio programa capitalista. por isso parece sempre incompleta e fica aquela sensação de faltar algo. falta atacar os lucros dos bilionários e revogar aos ataques aos trabalhadores.

#debatenaglobo",1,1,1
23533,2022-09-02 18:26:59,vera lucia,"- expropriar e estatizar as grandes empresas de alimentos, que lucrar milhões à custa da fome do povo brasileiro.  
- créditos aos agricultores familiares, através dos bancos públicos. 
- proteção aos povos indígenas, quilombolas e outras comunidades e povos tradicionais [9]",1,1,1
23832,2022-03-13 20:12:30,vera lucia,"@vncsromera não somos nós que temos que abrir mão do nosso programa em uma falsa analogia onde a classe trabalhadora é ignorada.

defendemos que os trabalhadores se organizem e lutem com suas próprias forças, sem dependerem de governos traidores. isso não é neutro. é a tarefa prioritária.",1,1,1
24217,2021-07-28 13:12:37,vera lucia,"quem tem que prestar contas ao povo são os genocidas e não aqueles que lutam por vidas dignas. 

toda solidariedade a @galodeluta, conte conosco!",1,1,1
24708,2020-10-26 23:04:33,vera lucia,"jajá começa o debate na @redeconectv onde fomos mais uma vez vetados! uma expressão dessa democracia dos ricos que favorece os mesmos de sempre enquanto excluem as candidaturas dos trabalhadores. inaceitável!
#queremosveranodebate",1,1,1
25059,2020-02-05 13:07:57,vera lucia,"para julgar as lutas dos trabalhadores, a justiça burguesa é rápida. o ministro do tst (tribunal superior do trabalho) ives gandra martins filho determinou que 90% dos petroleiros mantenham atividade durante greve. isso é um ataque ao direito de greve garantido na constituição.",1,1,1
13456,2020-11-18 15:40:04,ciro gomes,"todos que pudermos estar juntos para derrotar o bolsonarismo corrupto e antipovo ! boa sorte, @manueladavila ! boa sorte, brava gente gaúcha de porto alegre . parabéns à @julianabrizola que nos lidera nesta luta !",1,1,1
20787,2022-10-17 00:03:21,sofia manzano,"só tem uma forma de governar: com o povo trabalhador organizado e mobilizado. 
o congresso sempre foi dominado pelo centrão, mas, quando o povo está organizado, como na constituinte, o centrão não se cria.",1,1,1
21171,2022-09-07 19:34:08,sofia manzano,"a convocação de uma assembleia constituinte de novo tipo, com representação que corresponda à maioria social do país e às organizações de massas dos trabalhadores, revertendo de uma vez por todas o sistema que transforma maiorias sociais em minorias na representação política.<u+2b07><u+fe0f>",1,1,1
7694,2022-01-17 12:31:57 utc,lulaoficial,<u+0001f991> ou <u+0001f6a9>? deixe o seu emoji preferido nos comentários e boa semana! #equipelula,0,0,0
24230,2021-07-20 22:34:50 utc,vera lucia,@muriloanderson @pstu é isso... mais um absurdo. dia 24 é dia de fortalecer a luta contra o governo genocida!,0,0,0
19821,2022-02-22 18:01:21 utc,felipe davila,"os governos petistas foram terríveis.

no governo dilma, por exemplo, o desemprego saltou de 5,3% para 8,2%.

a verdade é uma só:

o pt não foi e nunca será a solução para o brasil.",1,0,0
29045,2019-08-26 02:30:41 utc,soraya thronicke,"@hpa1968 @politzoficial @conexaopolitica mal, muito mal! terei de tomar outras providências.",0,0,0
12749,2021-05-07 14:44:10 utc,ciro gomes,"universidades como a ufrj, no rio de janeiro, e a unifesp, em são paulo, podem fechar as portas. 50 hospitais universitários, que atendem milhares de pessoas todos os dias, inclusive pacientes com covid, podem fechar as portas.",0,0,0
20478,2021-02-16 18:16:04 utc,felipe davila,"o brasil precisa de mais vacinas, trabalho, reformas tributária e administrativa, auxílio emergencial... enfim, há muitas pautas urgentes nas quais o governo deveria estar debruçado para vencermos a pandemia. mas bolsonaro está mais preocupado em facilitar o acesso às armas. (+)",0,0,0
2396,2020-09-01 10:41:48 utc,jairbolsonaro,"são eles: aeroportos de curitiba/pr, foz do iguaçu/pr, navegantes/sc, londrina/pr, joinville/sc, bacacheri/pr, pelotas/rs, uruguaiana/rs e bagé/rs, o bloco sul.

1.3- os aeroportos de goiânia/go, são luís/ma, teresina/pi, palmas/to, petrolina/pe e imperatriz/ma, o bloco central;",0,0,0
21621,2022-07-06 11:34:56 utc,sofia manzano,"mais uma vez, a luta e o engajamento resultou em vitória. 
a derrubada do veto às leis aldir blanc e paulo gustavo representa um apoio urgente à cultura. 
artistas de todo país, que nos fazem mais humanos, merecem nosso aplauso e apoio.
seguimos na luta!",0,0,0
3392,2019-10-28 16:37:40 utc,jairbolsonaro,ministro @tarcisiogdf confirma fim da taxa adicional cobrada na tarifa de embarque internacional. medida tem como objetivo incentivar o mercado aéreo brasileiro e baratear ainda mais as passagens internacionais. taxa adicional foi criada em 1999 para reduzir dívida pública.,0,0,0
22028,2022-03-21 00:26:01,sofia manzano,"só com o controle estatal e para os interesses da classe trabalhadora a riqueza do país pode gerar desenvolvimento e não destruição. 
#poderpopular 
#pcb100anos",0,1,0
6724,2022-08-02 22:47:07 utc,lulaoficial,"não sou eu que vou ganhar as eleições, são vocês. e juntos nós vamos fazer o salário mínimo voltar a crescer todo o ano. a inflação vai baixar, os juros também. o banco do brasil e a caixa não serão privatizados. esse país vai voltar a ter emprego e salário digno.",0,0,0
12117,2021-11-30 08:48:05 utc,ciro gomes,"confissão de crimes em cascata, cumplicidade, subserviência, oportunismo e cinismo deslavado, são as definições mais civilizadas que se pode fazer sobre o conteúdo do livro de sérgio moro, no resumo apresentado pela @folha.",1,0,0
7983,2021-08-28 15:27:29 utc,lulaoficial,"bolsonaro é desprovido de qualquer resquício de humanidade. chamou de idiota quem diz que a prioridade do governo devia ser comida na mesa do povo ao invés de fuzil. ninguém aguenta mais conviver com um presidente tresloucado, governando na base do absurdo. o país precisa de paz.",1,0,0
10968,2022-08-03 00:09:50 utc,ciro gomes,bolsonaro e a maioria do congresso deram permissão para que os bancos confisquem o auxílio emergencial de milhões de brasileiros usando o disfarce do empréstimo consignado. eu fui o primeiro e continuo sendo o único candidato a abordar esse tema.,1,0,0
20483,2021-02-10 13:54:34 utc,felipe davila,@tabataamaralsp a autonomia do banco central aumenta a credibilidade da instituição e dissocia a política monetária da política partidária. ingerência política é problema sério. vale lembrar o que ocorreu na petrobras no passado. é por isso que o bc tem que ser independente.,0,0,0
2569,2020-06-26 15:30:35 utc,jairbolsonaro,"@tarcisiogdf @rogeriosmarinho @terezacrisms @minfraestrutura <u+0001f91d>, ministro capitão @tarcisiogdf !",0,0,0
27975,2021-10-26 23:29:14 utc,soraya thronicke,@kliermaycon gratidão <u+0001f64f><u+0001f3fc><u+0001f64f><u+0001f3fc><u+0001f64f><u+0001f3fc>,0,0,0
3987,2019-04-17 09:54:18 utc,jairbolsonaro,"milhões de documentos que estavam jogados às traças estãos sendo organizados, digitalizados e posteriormente terão suas informações verificadas. seguimos cumprindo nosso dever para o qual fomos eleitos. em breve traremos mais resultados positivos para a população do brasil.",0,0,0
879,2022-05-28 20:43:15 utc,jairbolsonaro,"- estamos atentos às fortes chuvas que atingem pernambuco e outros estados do nosso nordeste. determinei ao @mdregional_br o monitoramento ininterrupto da situação, com o envio de equipes para prestar o auxílio necessário às autoridades locais no socorro às regiões afetadas.",0,0,0
28257,2020-08-15 23:30:32 utc,soraya thronicke,"estou agora na casa de uma amiga no bairro itamaracá, em campo grande. 

está faltando água! 

... há anos!!!! há anos!!!!

bom... estamos tomando cerveja... 

...nem xixi podemos fazer! 

gratidão, prefeito marcos trad! 

@julianagpontes",0,0,0
22512,2021-05-29 17:23:41 utc,sofia manzano,hoje vamos às ruas. vamos marchar para derrubar esse governo fascista e genocida. #povonarua #forabolsonaroemourao #impeachmentja #foragenocida,1,0,0
4135,2019-03-12 18:56:49 utc,jairbolsonaro,a estação realiza estudos sobre mudanças climáticas a pesquisas em biotecnologia com o objetivo de desenvolver avanços na medicina e na agricultura.,0,0,0
22733,2021-03-13 13:49:14 utc,sofia manzano,como o estado de bem-estar social foi construído com o trabalho escravo.,0,0,0
23821,2022-03-14 18:07:23 utc,vera lucia,"minha gente, dia 19 lançarei minha pré candidatura à presidência!

é uma honra falar em nome do partido que construo há tantos anos! é preciso afirmar: precisamos de uma revolução socialista!

participe. envie uma dm, retweet e mande para o zap dos amigos. bora com a gente!",0,0,0
30091,2019-02-23 20:28:45,soraya thronicke,dias tristes foi o que vocês criaram para o povo da américa latina. onde está a ajuda de vocês para o povo venezuelano? onde estão os artistas que vocês sempre bancaram?,0,0,0
7214,2022-05-10 15:50:32,lulaoficial,"o trabalhador não quer ter conta no exterior. o trabalhador quer comprar sua casa, viajar, cuidar da sua família. a juventude quer estudar. e o governo tem que ajudar o povo a conquistar isso.",0,0,0
6701,2022-08-05 15:09:47,lulaoficial,"graças às políticas implantadas pelos governos do pt, a expectativa de vida do povo brasileiro, que era de 70 anos e 9 meses em 2002, subiu para 75 anos e 9 meses em 2016. a mortalidade infantil também caiu pela metade.",0,0,0
20924,2022-09-29 00:14:50 utc,sofia manzano,"confira a lista das candidaturas do pcb em todo o brasil!
#vote21",0,0,0
1751,2021-07-15 18:33:09 utc,jairbolsonaro,"- por motivo de internação hospitalar comunico a impossibilidade de realizar a live de hoje, bem com nossa ida a manaus fica adiada.",0,0,0
20035,2021-10-06 21:03:40 utc,felipe davila,"o brasil foi recordista mundial de dias sem aulas. nenhum país do mundo ficou 200 dias com jovens e crianças fora da sala de aula. o descaso com a educação aprofunda a desigualdade social.
a igualdade de oportunidade começa pela educação pública de qualidade.",0,0,0
9199,2020-03-20 00:21:21,lulaoficial,"no mesmo instante que o bolsonaro chama a pandemia de ""histeria"", ele pede pra passar um decreto de calamidade pública. ele deveria governar pra 210 milhões de brasileiros e não para satisfazer o seu ego. parar de se olhar no espelho e olhar para os habitantes desse país.",0,1,0
27140,2022-10-22 02:28:56 utc,soraya thronicke,"@acreagro @senadofederal @elizianegama alguém disse que isso aconteceu se fosse diretamente como aconteceu agora, pode ter certeza que eu iria direto ao assunto. no caso que vc diz, são pessoas acostumadas a mentir, e que não têm credibilidade. mas se derem a cara à tapa, pode ter certeza que eu defenderei.",0,0,0
16012,2022-10-13 18:09:51 utc,leonardo pericles,apenas com os tweets não conseguimos desenvolver cada um desses pontos! mas fique ligado(a) nas nossas redes que vamos falar muito dessas propostas por aqui <u+0001f609><u+270a><u+0001f3ff>,0,0,0
7489,2022-03-22 11:15:20 utc,lulaoficial,"a gente não pode aceitar a situação criada de desmonte dos direitos trabalhistas. isso não foi um benefício, não aumentou os empregos. e hoje muitos não tem segurança social, aposentadoria, direitos. se um carro quebra, se tem um acidente, o trabalhador está lascado.",0,0,0
11894,2022-01-22 16:51:13 utc,ciro gomes,"david miranda (@davidmirandario) tem uma história de muita luta e superação. mostra ao brasil que o exemplo da boa educação pública transforma vidas. foi assim com ele, ao estudar no ciep idealizado e construído por brizola. obrigado por vir lutar junto conosco no @pdt_nacional.",0,0,0
3562,2019-09-12 21:11:21 utc,jairbolsonaro,"- nesta quinta, 12 de setembro, às 19h, no facebook, uma breve live um pouco adaptada. até daqui a pouco! <u+0001f44d><u+0001f3fb>",0,0,0
